Title,Character,Max Level,SA Level,Rarity,Type,ID,Special Skills,Leader Skill,Super Attack Name,Super Attack Effect,Passive Skill Name,Passive Skill,Links,Categories,HP,Attack,Defense,Transforms Into,EZA Leader Skill,EZA Super Attack Name,EZA Super Attack Effect,EZA Passive Skill,EZA HP,EZA Attack,EZA Defense,Transformation Type,Transformation Condition,EZA Transformation Condition,EZA Ultra Super Attack Name,EZA Ultra Super Attack Effect,Ultra Super Attack Name,Ultra Super Attack Effect,Active Skill Name,Active Skill,Activation Condition,EZA Active Skill Name,EZA Active Skill,EZA Activation Condition,Unit Super Attack Name,Unit Super Attack Effect,EZA Unit Super Attack Name,EZA Unit Super Attack Effect
Netherworld Demon,Super Janemba,120/140,15,UR,Extreme INT,1505,"[""Boost Type"", ""Evasion"", ""Guard"", ""Lower DEF"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Space Domination,,"[""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Metamorphosis Lv 1: Recovers 5% HPLv 10: Recovers 5% HP and ATK & DEF +10%"", ""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Movie Bosses"", ""Transformation Boost"", ""Corroded Body and Mind""]","[""5321"", ""7945"", ""10745"", ""14945""]","[""4123"", ""9219"", ""12019"", ""16219""]","[""3657"", ""4222"", ""7022"", ""11222""]",,"INT Type Ki +3 and HP, ATK & DEF +90%",Lightning Shower Rain (Extreme),Causes immense damage to enemy and greatly lowers DEF[1],ATK & DEF +70%; guard activated against all attacks; medium chance[2] of evading enemy's attack (including Super Attack) for 1 turn and plus an additional ATK +40% for 4 turns when guard is activated,"[""8262"", ""8580"", ""8897"", ""9215"", ""12015"", ""16215""]","[""9835"", ""10452"", ""11068"", ""11685"", ""14485"", ""18685""]","[""4290"", ""4358"", ""4427"", ""4495"", ""7295"", ""11495""]",,,,,,,,,,,,,,,,,
The Supreme Warrior,Super Gogeta,120/140,15,UR,Super STR,1528,"[""Attack Effective to All"", ""Boost All"", ""Lower ATK"", ""Lower DEF"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Raise ATK (Ki Sphere)""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Overwhelming Strike,,"[""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Over in a Flash Lv 1: Ki +3Lv 10: Ki +3 and ATK +7%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Fusion"", ""Movie Heroes"", ""Super Saiyans"", ""Otherworld Warriors"", ""Final Trump Card"", ""Connected Hope"", ""Powerful Comeback"", ""Time Limit""]",17750,17760,10565,,"All Types Ki +3 and HP, ATK & DEF +77%",Soul Punisher (Extreme),Causes immense damage to enemy and lowers ATK & DEF[1],ATK & DEF +77%; ATK +7% per Rainbow Ki Ki Sphere obtained; attacks effective against all Types,"[""11331"", ""11912"", ""12494"", ""13075"", ""15875"", ""20075""]","[""10858"", ""11516"", ""12174"", ""12832"", ""15632"", ""20392""]","[""4201"", ""4277"", ""4354"", ""4430"", ""7230"", ""10870""]",,,,,,,,,,,,,,,,,
Devastating Punishment,Beerus,120/140,15,UR,Super TEQ,1530,"[""Boost Type"", ""Lower DEF"", ""Rage"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Quivering Anger,,"[""Godly Power Lv 1: ATK +15%Lv 10: ATK +15% and chance of performing a critical hit +5%"", ""Prodigies Lv 1: ATK +10%Lv 10: ATK +15%"", ""Connoisseur Lv 1: Recovers 5% HPLv 10: Recovers 7% HP and DEF +7%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Realm of Gods"", ""Movie Bosses"", ""Siblings' Bond"", ""Worthy Rivals"", ""Bond of Master and Disciple"", ""Exploding Rage"", ""Space-Traveling Warriors"", ""Planetary Destruction"", ""Legendary Existence""]","[""3350"", ""8722"", ""11522"", ""15162""]","[""3344"", ""8950"", ""11750"", ""16510""]","[""2309"", ""3785"", ""6585"", ""10785""]",4530,"TEQ Type Ki +3 and HP, ATK & DEF +90%",God of Destruction's Edict (Extreme),Causes immense damage to enemy and greatly lowers DEF[2],ATK & DEF +80% at start of turn; plus an additional ATK +40% for 4 turns after receiving attack; Rages when conditions are met,"[""9372"", ""10022"", ""10672"", ""11322"", ""14122"", ""17762""]","[""9628"", ""10306"", ""10985"", ""11663"", ""14463"", ""19223""]","[""3963"", ""4142"", ""4320"", ""4499"", ""7299"", ""11499""]",Rage,,Rages when HP is 40% or less (up to 2 times),,,,,,,,,,,,,,
Devastating Punishment,Beerus,120/140,15,UR,Super TEQ,4530,"[""Diverse Super Attack"", ""Premier Super Attack"", ""Rage"", ""Stun""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,,,"[""-""]","[""Realm of Gods"", ""Movie Bosses"", ""Siblings' Bond"", ""Worthy Rivals"", ""Bond of Master and Disciple"", ""Exploding Rage"", ""Space-Traveling Warriors"", ""Planetary Destruction"", ""Legendary Existence""]","[""\u221e"", ""\u221e"", ""\u221e"", ""\u221e""]","[""15000"", ""20000"", ""22800"", ""27560""]","[""\u221e"", ""\u221e"", ""\u221e"", ""\u221e""]",,"TEQ Type Ki +3 and HP, ATK & DEF +90%",Power Flick (Extreme)[4] Cataclysmic Orb (Extreme)[5] God of Destruction's Edict (Extreme)[6],Causes supreme damage to enemyGreatly raises ATK for 1 turn[2] and causes supreme damage to enemyCauses immense damage and stuns the enemy[3],-,"[""\u221e"", ""\u221e"", ""\u221e"", ""\u221e"", ""\u221e"", ""\u221e""]","[""20605"", ""21210"", ""21815"", ""22420"", ""25220"", ""29980""]","[""\u221e"", ""\u221e"", ""\u221e"", ""\u221e"", ""\u221e"", ""\u221e""]",,,,,,,,,,,,,,,,,
Guide to the New Beyond,Whis,120,10,UR,Super INT,1531,"[""Lower ATK"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","AGL, INT and PHY Type Ki +3, HP, ATK & DEF +20%",Prelude to Destruction,Causes supreme damage to enemy and lowers ATK[1],Heightened Spirit,Ki +2 and ATK & DEF +20% for all allies,"[""Godly Power Lv 1: ATK +15%Lv 10: ATK +15% and chance of performing a critical hit +5%"", ""Connoisseur Lv 1: Recovers 5% HPLv 10: Recovers 7% HP and DEF +7%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Gentleman Lv 1: Ki +2Lv 10: Ki +2 and DEF +10%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Realm of Gods"", ""Siblings' Bond"", ""Bond of Master and Disciple"", ""Space-Traveling Warriors""]","[""2705"", ""8929"", ""10929"", ""13929""]","[""2319"", ""7654"", ""9654"", ""12654""]","[""1553"", ""5128"", ""7128"", ""10128""]",,,,,,,,,,,,,,,,,,,,,,,,,
Imprinted Discipline,Whis,120,10,UR,Super TEQ,1532,"[""Lower ATK"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stun""]","AGL, TEQ and STR Type Ki +2, HP, ATK & DEF +30%",Prelude to Destruction,Causes supreme damage to enemy and lowers ATK[1],God of Destruction's Master,Attacked enemy's ATK -20%; high chance[2] to stun the attacked enemy,"[""Godly Power Lv 1: ATK +15%Lv 10: ATK +15% and chance of performing a critical hit +5%"", ""Connoisseur Lv 1: Recovers 5% HPLv 10: Recovers 7% HP and DEF +7%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Gentleman Lv 1: Ki +2Lv 10: Ki +2 and DEF +10%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Realm of Gods"", ""Siblings' Bond"", ""Bond of Master and Disciple"", ""Space-Traveling Warriors""]","[""2733"", ""9021"", ""11021"", ""13621""]","[""2252"", ""7433"", ""9433"", ""12833""]","[""1623"", ""5358"", ""7358"", ""10358""]",,,,,,,,,,,,,,,,,,,,,,,,,
Soaring New-Generation,Super Saiyan Gohan (Youth),120/140,15,UR,Super INT,1539,"[""Boost All"", ""Boost Type"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Father's Expectation,,"[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Gaze of Respect Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +10%"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Goku's Family"", ""Youth"", ""Super Saiyans"", ""Androids/Cell Saga"", ""Kamehameha"", ""Bond of Master and Disciple"", ""Rapid Growth"", ""Heavenly Events"", ""Attained Evolution""]",13753,12790,8636,,"All Types Ki +3 and HP, ATK & DEF +40%",Super Kamehameha (Extreme),Greatly raises DEF for 1 turn[1] and causes supreme damage to enemy,"Ki +4 and ATK & DEF +70%; plus an additional ATK +70% when there is an ally whose name includes ""Goku (disambiguation)"" (Youth, Captain Ginyu, Jr., etc. excluded) attacking in the same turn","[""9400"", ""10048"", ""10695"", ""11343"", ""13343"", ""16343""]","[""8361"", ""8933"", ""9504"", ""10076"", ""12076"", ""15076""]","[""3854"", ""4073"", ""4292"", ""4511"", ""6511"", ""9511""]",,,,,,,,,,,,,,,,,
Future-Carving Power,Super Saiyan Trunks (Teen),120/140,15,UR,Super INT,1540,"[""Boost All"", ""Boost Type"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Assured Victory,,"[""Messenger from the Future Lv 1: ATK +5%Lv 10: ATK +10%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Future Saga"", ""Time Travelers"", ""Vegeta's Family"", ""Super Saiyans"", ""Androids/Cell Saga"", ""Bond of Master and Disciple"", ""Saviors"", ""Battle of Wits""]","[""3265"", ""8588"", ""10588"", ""13588""]","[""2819"", ""7493"", ""9493"", ""12493""]","[""2554"", ""4750"", ""6750"", ""9750""]",,"All Types Ki +3 and HP, ATK & DEF +40%",Finish Buster (Extreme),Raises ATK[1] and causes supreme damage to enemy,"Ki +3 and ATK & DEF +70%; plus an additional ATK & DEF +30% per ""Super Saiyans"" Category ally (self excluded) attacking in the same turn","[""9232"", ""9876"", ""10520"", ""11164"", ""13164"", ""16164""]","[""8058"", ""8624"", ""9189"", ""9755"", ""11755"", ""14755""]","[""5015"", ""5281"", ""5547"", ""5812"", ""7812"", ""10812""]",,,,,,,,,,,,,,,,,
The Return of The Demon,Bio-Broly,120,10,UR,Extreme TEQ,1544,"[""Boost Type"", ""Debuff"", ""Raise ATK"", ""Raise DEF""]",TEQ Type Ki +1 and ATK & DEF +50% when HP is 30% or above,Eraser Cannon,Causes supreme damage to enemy,Indiscriminant Destruction,DEF +100% & ATK -50% when facing only 1 enemy; ATK +100% & DEF -50% when facing 2 or more enemies,"[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Berserker Lv 1: ATK +20% when HP is 50% or lessLv 10: ATK +30% when HP is 50% or less"", ""Revival Lv 1: Ki +2Lv 10: Ki +2; ATK & DEF +5% and recovers 5% HP when HP is 50% or less"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Resurrected Warriors"", ""Movie Bosses"", ""Artificial Life Forms""]","[""3292"", ""8230"", ""9430"", ""10990""]","[""3032"", ""7580"", ""8780"", ""10820""]","[""1814"", ""4535"", ""5735"", ""7535""]",,,,,,,,,,,,,,,,,,,,,,,,,
Leaping Ever Higher,Super Saiyan Goku,120/140,15,UR,Super AGL,1554,"[""Boost All"", ""Boost Type"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stun""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Anger Management,,"[""The First Awakened Lv 1: ATK +25%Lv 10: ATK +25% and DEF +10%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Blazing Battle Lv 1: Disables enemy's Rampage; ATK +15%Lv 10: Disables enemy's Rampage; ATK +20%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Pure Saiyans"", ""Goku's Family"", ""Super Saiyans"", ""Kamehameha"", ""Turtle School""]","[""3411"", ""8588"", ""10588"", ""13588""]","[""2680"", ""7460"", ""9460"", ""12460""]","[""2188"", ""4131"", ""6131"", ""9131""]",,"All Types Ki +3 and HP, ATK & DEF +40%",Instant Transmission Kamehameha (Extreme),Causes supreme damage with a medium chance of stunning the enemy[2],ATK & DEF +77%; Ki +7 plus an additional ATK & DEF +77% when HP is 77% or less,"[""9214"", ""9840"", ""10467"", ""11093"", ""13093"", ""16093""]","[""8038"", ""8616"", ""9195"", ""9773"", ""11773"", ""14773""]","[""4366"", ""4601"", ""4836"", ""5071"", ""7071"", ""10071""]",,,,,,,,,,,,,,,,,
Reclaim the Summit,Super Saiyan Vegeta,120/140,15,UR,Extreme TEQ,1555,"[""Boost All"", ""Boost Type"", ""Critical Hit"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Defense""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Conflicted Heart,,"[""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Blazing Battle Lv 1: Disables enemy's Rampage; ATK +15%Lv 10: Disables enemy's Rampage; ATK +20%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Pure Saiyans"", ""Vegeta's Family"", ""Super Saiyans"", ""Androids/Cell Saga"", ""Gifted Warriors"", ""Attained Evolution""]","[""3248"", ""8423"", ""10423"", ""13423""]","[""2235"", ""7031"", ""9031"", ""12031""]","[""2452"", ""4750"", ""6750"", ""9750""]",,"All Types Ki +3 and HP, ATK & DEF +40%",Final Flash (Extreme),Raises DEF[1] and causes supreme damage to enemy,Ki +3 and ATK & DEF +70%; plus an additional ATK +30% (up to 120%) and chance of performing a critical hit +7% (up to 35%) at start of each turn when HP is 80% or less,"[""9049"", ""9675"", ""10301"", ""10927"", ""12927"", ""15927""]","[""7611"", ""8191"", ""8772"", ""9352"", ""11352"", ""14352""]","[""5028"", ""5306"", ""5584"", ""5862"", ""7862"", ""10862""]",,,,,,,,,,,,,,,,,
A True Master's Dignity,Piccolo,120/140,15,UR,Super PHY,1558,"[""Boost All"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Namekian Pride,,"[""The First Awakened Lv 1: ATK +25%Lv 10: ATK +25% and DEF +10%"", ""Prodigies Lv 1: ATK +10%Lv 10: ATK +15%"", ""Experienced Fighters Lv 1: ATK +10%Lv 10: ATK +15%"", ""Namekians Lv 1: Recovers 5% HPLv 10: Recovers 7% HP and ATK & DEF +7%"", ""Gaze of Respect Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +10%"", ""Soul vs Soul Lv 1: Weakens enemy's Regeneration; Ki +1Lv 10: Weakens enemy's Regeneration; Ki +2 and ATK & DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Namekians"", ""Worthy Rivals"", ""Bond of Master and Disciple"", ""Battle of Wits"", ""Gifted Warriors""]","[""3838"", ""9083"", ""11083"", ""14083""]","[""2112"", ""6767"", ""8767"", ""11767""]","[""2887"", ""5456"", ""7456"", ""10456""]",,"All Types Ki +3 and HP, ATK & DEF +40%",Hellzone Grenade (Extreme),Causes supreme damage to enemy and greatly lowers DEF[1],"All allies' DEF +77%; Ki +1 and ATK +20% per ""Bond of Master and Disciple"" Category ally on the team","[""9717"", ""10352"", ""10987"", ""11621"", ""13621"", ""16621""]","[""7330"", ""7893"", ""8456"", ""9020"", ""11020"", ""14020""]","[""5766"", ""6077"", ""6388"", ""6699"", ""8699"", ""11699""]",,,,,,,,,,,,,,,,,
Struggle Beyond All Expectations,Super Saiyan Goten (Kid),120/140,15,UR,Super AGL,1566,"[""Boost All"", ""Boost Type"", ""Critical Hit"", ""Damage Reduction"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Innate Intuition,,"[""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Kamehameha Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Budding Warrior Lv 1: ATK +10%Lv 10: ATK +15%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Majin Buu Saga"", ""Movie Heroes"", ""Goku's Family"", ""Youth"", ""Siblings' Bond"", ""Super Saiyans"", ""Kamehameha"", ""Gifted Warriors""]","[""2733"", ""9021"", ""11021"", ""13621""]","[""2352"", ""7764"", ""9764"", ""12764""]","[""1498"", ""4944"", ""6944"", ""10344""]",,"AGL Type Ki +3 and HP, ATK & DEF +100%",Kamehameha (Extreme),Causes supreme damage to enemy and raises ATK & DEF for 6 turns[2],"ATK & DEF +100% at start of turn; plus an additional ATK +100% when performing a Super Attack; chance of performing a critical hit +18%, reduces damage received by 18% and all allies' ATK & DEF +18% when there is an ally whose name includes ""Trunks (disambiguation)"" attacking in the same turn or when ""Krillin (disambiguation)"" or ""Android 18 (disambiguation)"" is on the team","[""9781"", ""10542"", ""11303"", ""12064"", ""14064"", ""16664""]","[""8418"", ""9073"", ""9728"", ""10383"", ""12383"", ""15383""]","[""5360"", ""5777"", ""6194"", ""6611"", ""8611"", ""12011""]",,,,,,,,,,,,,,,,,
Glorious Battle,Super Saiyan Trunks (Kid),120/140,15,UR,Super PHY,1567,"[""Boost All"", ""Boost Type"", ""Critical Hit"", ""Damage Reduction"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest/scale-to-width-down/118?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Learning To Fight Back,,"[""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Budding Warrior Lv 1: ATK +10%Lv 10: ATK +15%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Majin Buu Saga"", ""Movie Heroes"", ""Vegeta's Family"", ""Youth"", ""Super Saiyans"", ""Battle of Wits"", ""Gifted Warriors""]","[""2928"", ""9664"", ""11664"", ""15064""]","[""2319"", ""7654"", ""9654"", ""12654""]","[""1442"", ""4761"", ""6761"", ""9361""]",,"PHY Type Ki +3 and HP, ATK & DEF +100%",Final Cannon (Extreme),Causes supreme damage to enemy and raises ATK & DEF for 6 turns[2],"ATK & DEF +100% at start of turn; plus an additional ATK +100% when performing a Super Attack; chance of performing a critical hit +18%, reduces damage received by 18% and all allies' ATK & DEF +18% when there is an ally whose name includes ""Goten (disambiguation)"" attacking in the same turn or when ""Krillin (disambiguation)"" or ""Android 18 (disambiguation)"" is on the team","[""10479"", ""11294"", ""12109"", ""12924"", ""14924"", ""18324""]","[""8299"", ""8945"", ""9590"", ""10236"", ""12236"", ""15236""]","[""5162"", ""5564"", ""5965"", ""6367"", ""8367"", ""10967""]",,,,,,,,,,,,,,,,,
